Meeting|Topics|Speaker|Segment ID
IS1000d|IS1000d=Demographic use|D|1726
IS1000d|IS1000d=Demographic use|A|306
IS1000d|IS1000d=Demographic use|B|844
IS1000d|IS1000d=Demographic use|B|846
IS1000d|IS1000d=Demographic use|C|1325
IS1000d|IS1000d=Demographic use|A|308
IS1000d|IS1000d=Demographic use|B|848
IS1000d|IS1000d=Demographic use|D|1728
IS1000d|IS1000d=Demographic use|C|1327
IS1000d|IS1000d=Demographic use|C|1329
IS1000d|IS1000d=Demographic use|B|850
IS1000d|IS1000d=Demographic use|A|310
IS1000d|IS1000d=Demographic use|D|1730
IS1000d|IS1000d=Demographic use|B|852
IS1000d|IS1000d=Demographic use|C|1331
IS1000d|IS1000d=Demographic use|C|1333
IS1000d|IS1000d=Demographic use|A|312
IS1000d|IS1000d=Demographic use|A|314
IS1000d|IS1000d=Demographic use|C|1335
IS1000d|IS1000d=Demographic use|B|854
IS1000d|IS1000d=Demographic use|A|316
IS1000d|IS1000d=Demographic use|B|856
IS1000d|IS1000d=Demographic use|B|858
IS1000d|IS1000d=Demographic use|B|860
IS1000d|IS1000d=Demographic use|C|1337
IS1000d|IS1000d=Demographic use|A|318
IS1000d|IS1000d=Demographic use|D|1732
IS1000d|IS1000d=Demographic use|B|862
IS1000d|IS1000d=Demographic use|A|320
IS1000d|IS1000d=Demographic use|D|1734
IS1000d|IS1000d=Demographic use|C|1339
IS1000d|IS1000d=Demographic use|D|1736
IS1000d|IS1000d=Demographic use|A|322
IS1000d|IS1000d=Demographic use|C|1341
IS1000d|IS1000d=Demographic use|A|324
IS1000d|IS1000d=Demographic use|D|1738
IS1000d|IS1000d=Demographic use|D|1740
IS1000d|IS1000d=Demographic use|C|1343
IS1000d|IS1000d=Demographic use|D|1742
IS1000d|IS1000d=Demographic use|C|1345
IS1000d|IS1000d=Demographic use|B|864
IS1000d|IS1000d=Demographic use|A|326
IS1000d|IS1000d=Demographic use|C|1347
IS1000d|IS1000d=Demographic use|C|1349
IS1000d|IS1000d=Demographic use|B|866
IS1000d|IS1000d=Demographic use|D|1744
IS1000d|IS1000d=Demographic use|D|1746
IS1000d|IS1000d=Demographic use|C|1351
IS1000d|IS1000d=Demographic use|B|868
IS1000d|IS1000d=Demographic use|A|328
IS1000d|IS1000d=Demographic use|D|1748
IS1000d|IS1000d=Demographic use|A|330
IS1000d|IS1000d=Demographic use|B|870
IS1000d|IS1000d=Demographic use|A|332
IS1000d|IS1000d=Demographic use|A|334
IS1000d|IS1000d=Demographic use|B|872
IS1000d|IS1000d=Demographic use|C|1353
IS1000d|IS1000d=Demographic use|A|336
IS1000d|IS1000d=Demographic use|B|874
IS1000d|IS1000d=Demographic use|A|338
IS1000d|IS1000d=Demographic use|C|1355
IS1000d|IS1000d=Demographic use|B|876
IS1000d|IS1000d=Demographic use|A|340
IS1000d|IS1000d=Demographic use|B|878
IS1000d|IS1000d=Demographic use|A|342
IS1000d|IS1000d=Demographic use|D|1750
IS1000d|IS1000d=Demographic use|C|1357
IS1000d|IS1000d=Demographic use|C|1359
IS1000d|IS1000d=Demographic use|A|344
IS1000d|IS1000d=Demographic use|D|1752
IS1000d|IS1000d=Demographic use|B|880
IS1000d|IS1000d=Demographic use|C|1361
IS1000d|IS1000d=Demographic use|A|346
IS1000d|IS1000d=Demographic use|C|1363
IS1000d|IS1000d=Demographic use|D|1754
IS1000d|IS1000d=Demographic use|A|348
IS1000d|IS1000d=Demographic use|A|350
IS1000d|IS1000d=Demographic use|A|352
IS1000d|IS1000d=Demographic use|D|1756
IS1000d|IS1000d=Demographic use|A|354
IS1000d|IS1000d=Demographic use|C|1365
IS1000d|IS1000d=Demographic use|A|356
IS1000d|IS1000d=Demographic use|B|882
IS1001a|IS1001a=Waterproof|A|124
IS1001a|IS1001a=Waterproof|C|411
IS1001a|IS1001a=Waterproof|B|321
IS1001a|IS1001a=Waterproof|C|413
IS1001a|IS1001a=Waterproof|D|485
IS1001a|IS1001a=Waterproof|B|323
IS1001a|IS1001a=Waterproof|A|126
IS1001a|IS1001a=Waterproof|D|487
IS1001a|IS1001a=Waterproof|C|415
IS1001a|IS1001a=Waterproof|A|128
IS1001a|IS1001a=Waterproof|B|325
IS1001a|IS1001a=Waterproof|A|130
IS1001a|IS1001a=Waterproof|B|327
IS1001a|IS1001a=Waterproof|A|132
IS1001a|IS1001a=Waterproof|B|329
IS1001a|IS1001a=Waterproof|A|134
IS1001a|IS1001a=Waterproof|A|136
IS1001a|IS1001a=Waterproof|A|138
IS1001a|IS1001a=Waterproof|C|417
IS1001a|IS1001a=Waterproof|C|419
IS1001a|IS1001a=Waterproof|B|331
IS1001a|IS1001a=Waterproof|A|140
IS1001a|IS1001a=Waterproof|C|421
IS1001a|IS1001a=Waterproof|A|142
IS1001a|IS1001a=Waterproof|A|144
IS1001a|IS1001a=Waterproof|B|333
IS1001b|IS1001b=Simple remote|C|847
IS1001b|IS1001b=Simple remote|D|1056
IS1001b|IS1001b=Simple remote|C|849
IS1001b|IS1001b=Simple remote|D|1058
IS1001b|IS1001b=Simple remote|C|851
IS1001b|IS1001b=Simple remote|D|1060
IS1001b|IS1001b=Simple remote|C|853
IS1001b|IS1001b=Simple remote|C|855
IS1001b|IS1001b=Simple remote|A|275
IS1001b|IS1001b=Simple remote|D|1062
IS1001b|IS1001b=Simple remote|C|857
IS1001b|IS1001b=Simple remote|B|587
IS1001b|IS1001b=Simple remote|C|859
IS1001b|IS1001b=Simple remote|A|277
IS1001b|IS1001b=Simple remote|C|861
IS1001b|IS1001b=Simple remote|A|279
IS1001b|IS1001b=Simple remote|C|863
IS1001b|IS1001b=Simple remote|A|281
IS1001b|IS1001b=Simple remote|C|865
IS1001b|IS1001b=Simple remote|B|589
IS1001b|IS1001b=Simple remote|D|1064
IS1001b|IS1001b=Simple remote|C|867
IS1001b|IS1001b=Simple remote|A|283
IS1001b|IS1001b=Simple remote|A|285
IS1001b|IS1001b=Simple remote|C|869
IS1001b|IS1001b=Simple remote|D|1066
IS1001b|IS1001b=Simple remote|C|871
IS1001b|IS1001b=Simple remote|C|873
IS1001b|IS1001b=Simple remote|B|591
IS1001b|IS1001b=Simple remote|D|1068
IS1001b|IS1001b=Simple remote|B|593
IS1001b|IS1001b=Simple remote|C|875
IS1001b|IS1001b=Simple remote|C|877
IS1001b|IS1001b=Simple remote|B|595
IS1001b|IS1001b=Simple remote|C|879
IS1001b|IS1001b=Simple remote|A|287
IS1001b|IS1001b=Simple remote|D|1070
IS1001b|IS1001b=Simple remote|B|597
IS1001b|IS1001b=Simple remote|B|599
IS1001b|IS1001b=Simple remote|A|289
IS1001b|IS1001b=Simple remote|A|291
IS1001b|IS1001b=Simple remote|A|293
IS1001b|IS1001b=Simple remote|B|601
IS1001b|IS1001b=Simple remote|A|295
IS1001b|IS1001b=Simple remote|A|297
IS1001b|IS1001b=Simple remote|D|1072
IS1001b|IS1001b=Simple remote|B|603
IS1001b|IS1001b=Simple remote|A|299
IS1001b|IS1001b=Simple remote|B|605
IS1001b|IS1001b=Simple remote|A|301
IS1001b|IS1001b=Simple remote|B|607
IS1001b|IS1001b=Simple remote|A|303
IS1001b|IS1001b=Simple remote|A|305
IS1001b|IS1001b=Simple remote|B|609
IS1001b|IS1001b=Simple remote|A|307
IS1001b|IS1001b=Simple remote|B|611
IS1001b|IS1001b=Simple remote|B|613
IS1001b|IS1001b=Simple remote|B|615
IS1001b|IS1001b=Simple remote|A|309
IS1001b|IS1001b=Which buttons?|A|321
IS1001b|IS1001b=Which buttons?|B|621
IS1001b|IS1001b=Which buttons?|D|1076
IS1001b|IS1001b=Which buttons?|A|323
IS1001b|IS1001b=Which buttons?|A|325
IS1001b|IS1001b=Which buttons?|A|327
IS1001b|IS1001b=Which buttons?|A|329
IS1001b|IS1001b=Which buttons?|D|1078
IS1001b|IS1001b=Which buttons?|C|881
IS1001b|IS1001b=Which buttons?|D|1080
IS1001b|IS1001b=Which buttons?|B|623
IS1001b|IS1001b=Which buttons?|A|331
IS1001b|IS1001b=Which buttons?|A|333
IS1001b|IS1001b=Which buttons?|A|335
IS1001b|IS1001b=Which buttons?|A|337
IS1001b|IS1001b=Which buttons?|B|625
IS1001b|IS1001b=Which buttons?|A|339
IS1001b|IS1001b=Which buttons?|B|627
IS1001b|IS1001b=Which buttons?|A|341
IS1001b|IS1001b=Which buttons?|B|629
IS1001b|IS1001b=Which buttons?|C|883
IS1001b|IS1001b=Which buttons?|A|343
IS1001b|IS1001b=Which buttons?|A|345
IS1001b|IS1001b=Which buttons?|D|1082
IS1001b|IS1001b=Which buttons?|C|885
IS1001b|IS1001b=Which buttons?|A|347
IS1001b|IS1001b=Which buttons?|C|887
IS1001b|IS1001b=Which buttons?|D|1084
IS1001b|IS1001b=Which buttons?|A|349
IS1001b|IS1001b=Which buttons?|B|631
IS1001b|IS1001b=Which buttons?|C|889
IS1001b|IS1001b=Which buttons?|B|633
IS1001b|IS1001b=Which buttons?|A|351
IS1001b|IS1001b=Which buttons?|C|891
IS1001b|IS1001b=Which buttons?|C|893
IS1001b|IS1001b=Which buttons?|C|895
IS1001b|IS1001b=Which buttons?|B|635
IS1001b|IS1001b=Which buttons?|A|353
IS1001b|IS1001b=Which buttons?|B|637
IS1001b|IS1001b=Which buttons?|A|355
IS1001b|IS1001b=Which buttons?|C|897
IS1001b|IS1001b=Which buttons?|B|639
IS1001b|IS1001b=Which buttons?|C|899
IS1001b|IS1001b=Which buttons?|A|357
IS1001b|IS1001b=Which buttons?|C|901
IS1001b|IS1001b=Which buttons?|A|359
IS1001b|IS1001b=Which buttons?|B|641
IS1001b|IS1001b=Which buttons?|D|1086
IS1001b|IS1001b=Which buttons?|C|903
IS1001b|IS1001b=Which buttons?|B|643
IS1001b|IS1001b=Which buttons?|B|645
IS1001b|IS1001b=Which buttons?|A|361
IS1001b|IS1001b=Which buttons?|B|647
IS1001b|IS1001b=Which buttons?|A|363
IS1001b|IS1001b=Which buttons?|C|905
IS1001b|IS1001b=Which buttons?|A|365
IS1001b|IS1001b=Which buttons?|A|367
IS1001b|IS1001b=Which buttons?|B|649
IS1001b|IS1001b=Which buttons?|B|651
IS1001b|IS1001b=Which buttons?|A|369
IS1001b|IS1001b=Which buttons?|A|371
IS1001b|IS1001b=Which buttons?|C|907
IS1001b|IS1001b=Which buttons?|B|653
IS1001b|IS1001b=Which buttons?|C|909
IS1001b|IS1001b=Which buttons?|B|655
IS1001b|IS1001b=Which buttons?|A|373
IS1001b|IS1001b=Which buttons?|C|911
IS1001b|IS1001b=Which buttons?|B|657
IS1001b|IS1001b=Which buttons?|D|1088
IS1001b|IS1001b=Which buttons?|B|659
IS1001b|IS1001b=Which buttons?|A|375
IS1001b|IS1001b=Which buttons?|B|661
IS1001b|IS1001b=Which buttons?|C|913
IS1001b|IS1001b=Which buttons?|A|377
IS1001b|IS1001b=Which buttons?|C|915
IS1001b|IS1001b=Which buttons?|A|379
IS1001b|IS1001b=Which buttons?|B|663
IS1001b|IS1001b=Which buttons?|B|665
IS1001b|IS1001b=Which buttons?|C|917
IS1001b|IS1001b=Which buttons?|B|667
IS1001b|IS1001b=Which buttons?|A|381
IS1001b|IS1001b=Which buttons?|B|669
IS1001b|IS1001b=Which buttons?|A|383
IS1001b|IS1001b=Which buttons?|C|919
IS1001b|IS1001b=Which buttons?|A|385
IS1001b|IS1001b=Which buttons?|B|671
IS1001b|IS1001b=Which buttons?|B|673
IS1001b|IS1001b=Which buttons?|C|921
IS1001b|IS1001b=Which buttons?|B|675
IS1001b|IS1001b=Which buttons?|C|923
IS1001b|IS1001b=Which buttons?|C|925
IS1001b|IS1001b=Which buttons?|A|387
IS1001b|IS1001b=Which buttons?|B|677
IS1001c|IS1001c=The purpose of the light|C|506
IS1001c|IS1001c=The purpose of the light|B|354
IS1001c|IS1001c=The purpose of the light|C|508
IS1001c|IS1001c=The purpose of the light|A|62
IS1001c|IS1001c=The purpose of the light|C|510
IS1001c|IS1001c=The purpose of the light|C|512
IS1001c|IS1001c=The purpose of the light|C|514
IS1001c|IS1001c=The purpose of the light|A|64
IS1001c|IS1001c=The purpose of the light|C|516
IS1001c|IS1001c=The purpose of the light|A|66
IS1001c|IS1001c=The purpose of the light|C|518
IS1001c|IS1001c=The purpose of the light|A|68
IS1001c|IS1001c=The purpose of the light|A|70
IS1001c|IS1001c=The purpose of the light|B|356
IS1001c|IS1001c=The purpose of the light|C|520
IS1001c|IS1001c=The purpose of the light|B|358
IS1001c|IS1001c=The purpose of the light|C|522
IS1001c|IS1001c=The purpose of the light|B|360
IS1001c|IS1001c=The purpose of the light|C|524
IS1001c|IS1001c=The purpose of the light|C|526
IS1001c|IS1001c=The purpose of the light|B|362
IS1001c|IS1001c=The purpose of the light|C|528
IS1001c|IS1001c=The purpose of the light|C|530
IS1001c|IS1001c=The purpose of the light|C|532
IS1001c|IS1001c=The purpose of the light|C|534
IS1001c|IS1001c=The purpose of the light|C|536
IS1001c|IS1001c=The purpose of the light|B|364
IS1001c|IS1001c=The purpose of the light|C|538
IS1001c|IS1001c=The purpose of the light|C|540
IS1001c|IS1001c=The purpose of the light|A|72
IS1001c|IS1001c=The purpose of the light|A|74
IS1001c|IS1001c=The purpose of the light|B|366
IS1001c|IS1001c=The purpose of the light|B|368
IS1001c|IS1001c=The purpose of the light|C|542
IS1001c|IS1001c=The purpose of the light|A|76
IS1001c|IS1001c=The purpose of the light|B|370
IS1001c|IS1001c=Fruit for your remote|A|202
IS1001c|IS1001c=Fruit for your remote|D|762
IS1001c|IS1001c=Fruit for your remote|C|622
IS1001c|IS1001c=Fruit for your remote|A|204
IS1001c|IS1001c=Fruit for your remote|B|416
IS1001c|IS1001c=Fruit for your remote|A|206
IS1001c|IS1001c=Fruit for your remote|B|418
IS1001c|IS1001c=Fruit for your remote|B|420
IS1001c|IS1001c=Fruit for your remote|D|764
IS1001c|IS1001c=Fruit for your remote|D|766
IS1001c|IS1001c=Fruit for your remote|C|624
IS1001c|IS1001c=Fruit for your remote|B|422
IS1001c|IS1001c=Fruit for your remote|C|626
IS1001c|IS1001c=Fruit for your remote|C|628
IS1001c|IS1001c=Fruit for your remote|C|630
IS1001c|IS1001c=Fruit for your remote|D|768
IS1001c|IS1001c=Fruit for your remote|A|208
IS1001c|IS1001c=Fruit for your remote|C|632
IS1001c|IS1001c=Fruit for your remote|A|210
IS1001c|IS1001c=Fruit for your remote|B|424
IS1001c|IS1001c=Fruit for your remote|A|212
IS1001c|IS1001c=Fruit for your remote|C|634
IS1001c|IS1001c=Fruit for your remote|B|426
IS1001c|IS1001c=Fruit for your remote|D|770
IS1001c|IS1001c=Fruit for your remote|C|636
IS1001c|IS1001c=Fruit for your remote|D|772
IS1001c|IS1001c=Fruit for your remote|B|428
IS1001c|IS1001c=Fruit for your remote|A|214
IS1001c|IS1001c=Fruit for your remote|A|216
IS1001c|IS1001c=Where to put the buttons|B|452
IS1001c|IS1001c=Where to put the buttons|C|654
IS1001c|IS1001c=Where to put the buttons|B|454
IS1001c|IS1001c=Where to put the buttons|C|656
IS1001c|IS1001c=Where to put the buttons|A|242
IS1001c|IS1001c=Where to put the buttons|C|658
IS1001c|IS1001c=Where to put the buttons|B|456
IS1001c|IS1001c=Where to put the buttons|A|244
IS1001c|IS1001c=Where to put the buttons|A|246
IS1001c|IS1001c=Where to put the buttons|C|660
IS1001c|IS1001c=Where to put the buttons|A|248
IS1001c|IS1001c=Where to put the buttons|B|458
IS1001c|IS1001c=Where to put the buttons|C|662
IS1001c|IS1001c=Where to put the buttons|C|664
IS1001c|IS1001c=Where to put the buttons|A|250
IS1001c|IS1001c=Where to put the buttons|A|252
IS1001c|IS1001c=Where to put the buttons|C|666
IS1001c|IS1001c=Where to put the buttons|A|254
IS1001c|IS1001c=Where to put the buttons|C|668
IS1001c|IS1001c=Where to put the buttons|A|256
IS1001c|IS1001c=Where to put the buttons|C|670
IS1001c|IS1001c=Where to put the buttons|C|672
IS1001c|IS1001c=Where to put the buttons|C|674
IS1001c|IS1001c=Where to put the buttons|C|676
IS1001c|IS1001c=Where to put the buttons|A|258
IS1001c|IS1001c=Where to put the buttons|A|260
IS1001c|IS1001c=Where to put the buttons|A|262
IS1001c|IS1001c=Where to put the buttons|A|264
IS1001c|IS1001c=Where to put the buttons|C|678
IS1001c|IS1001c=Where to put the buttons|A|266
IS1001c|IS1001c=Where to put the buttons|C|680
IS1001c|IS1001c=Where to put the buttons|C|682
IS1001c|IS1001c=Where to put the buttons|A|268
IS1001c|IS1001c=Where to put the buttons|A|270
IS1001c|IS1001c=Where to put the buttons|A|272
IS1001c|IS1001c=Where to put the buttons|B|460
IS1001c|IS1001c=Where to put the buttons|C|684
IS1002b|IS1002b=Environmental sensitive|D|739
IS1002b|IS1002b=Environmental sensitive|B|391
IS1002b|IS1002b=Environmental sensitive|D|741
IS1002b|IS1002b=Environmental sensitive|A|181
IS1002b|IS1002b=Environmental sensitive|B|392
IS1002b|IS1002b=Environmental sensitive|D|743
IS1002b|IS1002b=Environmental sensitive|A|183
IS1002b|IS1002b=Environmental sensitive|D|745
IS1002b|IS1002b=Environmental sensitive|B|393
IS1002b|IS1002b=Environmental sensitive|B|394
IS1002b|IS1002b=Environmental sensitive|D|747
IS1002b|IS1002b=Environmental sensitive|D|749
IS1002b|IS1002b=Environmental sensitive|B|396
IS1002b|IS1002b=Environmental sensitive|D|751
IS1002b|IS1002b=Environmental sensitive|B|398
IS1002b|IS1002b=Environmental sensitive|D|753
IS1002b|IS1002b=Environmental sensitive|A|185
IS1002b|IS1002b=Environmental sensitive|D|755
IS1002b|IS1002b=Environmental sensitive|A|187
IS1002b|IS1002b=Environmental sensitive|A|189
IS1002b|IS1002b=Environmental sensitive|D|757
IS1002b|IS1002b=Environmental sensitive|B|400
IS1002b|IS1002b=Environmental sensitive|B|402
IS1002b|IS1002b=Environmental sensitive|A|191
IS1002b|IS1002b=Environmental sensitive|A|193
IS1002b|IS1002b=Environmental sensitive|D|759
IS1002b|IS1002b=Environmental sensitive|B|404
IS1002b|IS1002b=Environmental sensitive|D|760
IS1002b|IS1002b=Environmental sensitive|B|406
IS1002b|IS1002b=Teletext yes or no (2)?|C|555
IS1002b|IS1002b=Teletext yes or no (2)?|A|98
IS1002b|IS1002b=Teletext yes or no (2)?|B|330
IS1002b|IS1002b=Teletext yes or no (2)?|A|99
IS1002b|IS1002b=Teletext yes or no (2)?|B|332
IS1002b|IS1002b=Teletext yes or no (2)?|C|557
IS1002b|IS1002b=Teletext yes or no (2)?|A|101
IS1002b|IS1002b=Teletext yes or no (2)?|A|103
IS1002b|IS1002b=Teletext yes or no (2)?|D|682
IS1002b|IS1002b=Teletext yes or no (2)?|A|105
IS1002b|IS1002b=Teletext yes or no (2)?|C|559
IS1002b|IS1002b=Teletext yes or no (2)?|B|334
IS1002b|IS1002b=Teletext yes or no (2)?|B|336
IS1002b|IS1002b=Teletext yes or no (2)?|C|561
IS1002b|IS1002b=Teletext yes or no (2)?|D|684
IS1002b|IS1002b=Teletext yes or no (2)?|B|338
IS1002b|IS1002b=Teletext yes or no (2)?|D|686
IS1002b|IS1002b=Teletext yes or no (2)?|B|340
IS1002b|IS1002b=Teletext yes or no (2)?|C|563
IS1002b|IS1002b=Teletext yes or no (2)?|B|342
IS1002b|IS1002b=Teletext yes or no (2)?|A|107
IS1002b|IS1002b=Teletext yes or no (2)?|B|344
IS1002b|IS1002b=Teletext yes or no (2)?|B|346
IS1002b|IS1002b=Teletext yes or no (2)?|B|348
IS1002b|IS1002b=Teletext yes or no (2)?|A|109
IS1002b|IS1002b=Teletext yes or no (2)?|B|350
IS1002b|IS1002b=Teletext yes or no (2)?|A|110
IS1002b|IS1002b=Teletext yes or no (2)?|D|688
IS1002b|IS1002b=Teletext yes or no (2)?|D|690
IS1002b|IS1002b=Teletext yes or no (2)?|C|565
IS1002b|IS1002b=Teletext yes or no (2)?|B|352
IS1002b|IS1002b=Teletext yes or no (2)?|A|112
IS1002b|IS1002b=Teletext yes or no (2)?|A|114
IS1002b|IS1002b=Teletext yes or no (2)?|C|567
IS1002b|IS1002b=Teletext yes or no (2)?|A|116
IS1002b|IS1002b=Teletext yes or no (2)?|A|118
IS1002b|IS1002b=Teletext yes or no (2)?|A|120
IS1002b|IS1002b=Teletext yes or no (2)?|C|569
IS1002b|IS1002b=Teletext yes or no (2)?|B|354
IS1002b|IS1002b=Teletext yes or no (2)?|D|692
IS1002b|IS1002b=Teletext yes or no (2)?|C|571
IS1002b|IS1002b=Teletext yes or no (2)?|C|573
IS1002b|IS1002b=Teletext yes or no (2)?|A|122
IS1002b|IS1002b=Teletext yes or no (2)?|A|124
IS1002b|IS1002b=Teletext yes or no (2)?|C|575
IS1002b|IS1002b=Teletext yes or no (2)?|A|126
IS1002b|IS1002b=Teletext yes or no (2)?|C|577
IS1002b|IS1002b=Teletext yes or no (2)?|A|127
IS1002b|IS1002b=Teletext yes or no (2)?|B|356
IS1002b|IS1002b=Teletext yes or no (2)?|D|694
IS1002b|IS1002b=Teletext yes or no (2)?|C|579
IS1002b|IS1002b=Teletext yes or no (2)?|C|581
IS1002b|IS1002b=Teletext yes or no (2)?|D|696
IS1002b|IS1002b=Teletext yes or no (2)?|D|698
IS1002b|IS1002b=Teletext yes or no (2)?|A|129
IS1002b|IS1002b=Teletext yes or no (2)?|A|131
IS1002b|IS1002b=Teletext yes or no (2)?|A|133
IS1002b|IS1002b=Teletext yes or no (2)?|A|135
IS1002b|IS1002b=Teletext yes or no (2)?|C|583
IS1002b|IS1002b=Teletext yes or no (2)?|D|700
IS1002b|IS1002b=Teletext yes or no (2)?|A|137
IS1002b|IS1002b=Teletext yes or no (2)?|A|139
IS1002b|IS1002b=Teletext yes or no (2)?|D|702
IS1002b|IS1002b=Teletext yes or no (2)?|A|141
IS1002b|IS1002b=Teletext yes or no (2)?|A|143
IS1002b|IS1002b=Teletext yes or no (2)?|A|145
IS1002b|IS1002b=Teletext yes or no (2)?|A|147
IS1002b|IS1002b=Teletext yes or no (2)?|B|358
IS1002b|IS1002b=Teletext yes or no (2)?|C|585
IS1002b|IS1002b=Teletext yes or no (2)?|B|360
IS1002b|IS1002b=Teletext yes or no (2)?|B|361
IS1002b|IS1002b=Teletext yes or no (2)?|A|149
IS1002b|IS1002b=Teletext yes or no (2)?|A|151
IS1002b|IS1002b=Teletext yes or no (2)?|B|363
IS1002b|IS1002b=Teletext yes or no (2)?|C|587
IS1002b|IS1002b=Teletext yes or no (2)?|C|589
IS1002b|IS1002b=Teletext yes or no (2)?|A|153
IS1002b|IS1002b=Teletext yes or no (2)?|A|155
IS1002b|IS1002b=Teletext yes or no (2)?|B|365
IS1002b|IS1002b=Teletext yes or no (2)?|B|367
IS1002b|IS1002b=Teletext yes or no (2)?|D|704
IS1002b|IS1002b=Teletekst yes or no (1)|D|643
IS1002b|IS1002b=Teletekst yes or no (1)|A|20
IS1002b|IS1002b=Teletekst yes or no (1)|A|22
IS1002b|IS1002b=Teletekst yes or no (1)|A|24
IS1002b|IS1002b=Teletekst yes or no (1)|D|644
IS1002b|IS1002b=Teletekst yes or no (1)|A|26
IS1002b|IS1002b=Teletekst yes or no (1)|A|28
IS1002b|IS1002b=Teletekst yes or no (1)|D|646
IS1002b|IS1002b=Teletekst yes or no (1)|D|648
IS1002b|IS1002b=Teletekst yes or no (1)|A|30
IS1002b|IS1002b=Teletekst yes or no (1)|A|32
IS1002b|IS1002b=Teletekst yes or no (1)|A|34
IS1002b|IS1002b=Teletekst yes or no (1)|D|650
IS1002b|IS1002b=Teletekst yes or no (1)|D|652
IS1002b|IS1002b=Teletekst yes or no (1)|C|519
IS1002b|IS1002b=Teletekst yes or no (1)|D|654
IS1002b|IS1002b=Teletekst yes or no (1)|A|36
IS1002b|IS1002b=Teletekst yes or no (1)|D|656
IS1002b|IS1002b=Teletekst yes or no (1)|C|521
IS1002b|IS1002b=Teletekst yes or no (1)|D|658
IS1002b|IS1002b=Teletekst yes or no (1)|A|38
IS1002b|IS1002b=Teletekst yes or no (1)|C|523
IS1002b|IS1002b=Teletekst yes or no (1)|A|40
IS1002b|IS1002b=Teletekst yes or no (1)|B|290
IS1002b|IS1002b=Teletekst yes or no (1)|D|660
IS1002b|IS1002b=Teletekst yes or no (1)|A|42
IS1002b|IS1002b=Teletekst yes or no (1)|A|44
IS1002b|IS1002b=Teletekst yes or no (1)|D|662
IS1002b|IS1002b=Teletekst yes or no (1)|A|46
IS1002b|IS1002b=Cradle2|B|478
IS1002b|IS1002b=Cradle2|B|480
IS1002b|IS1002b=Cradle2|A|257
IS1002b|IS1002b=Cradle2|C|631
IS1002b|IS1002b=Cradle2|B|482
IS1002b|IS1002b=Cradle2|A|259
IS1002b|IS1002b=Cradle2|D|816
IS1002b|IS1002b=Cradle2|B|484
IS1002b|IS1002b=Cradle2|C|633
IS1002b|IS1002b=Cradle2|B|486
IS1002b|IS1002b=Cradle2|D|818
IS1002b|IS1002b=Cradle2|A|261
IS1002b|IS1002b=Cradle2|B|488
IS1002b|IS1002b=Cradle2|A|263
IS1002b|IS1002b=Cradle2|B|490
IS1002b|IS1002b=Cradle2|A|265
IS1002b|IS1002b=Cradle2|C|635
IS1002b|IS1002b=Cradle2|B|492
IS1002b|IS1002b=Cradle2|B|494
IS1002b|IS1002b=Cradle2|A|267
IS1002b|IS1002b=Cradle2|B|496
IS1002b|IS1002b=Cradle2|D|820
IS1002b|IS1002b=Cradle2|A|269
IS1002b|IS1002b=Cradle2|B|498
IS1002b|IS1002b=Cradle2|B|500
IS1002b|IS1002b=Cradle2|B|502
IS1002b|IS1002b=Cradle2|B|504
IS1002b|IS1002b=Cradle2|B|506
IS1002b|IS1002b=Cradle2|B|508
IS1002b|IS1002b=Cradle|B|440
IS1002b|IS1002b=Cradle|A|234
IS1002b|IS1002b=Cradle|B|442
IS1002b|IS1002b=Cradle|A|236
IS1002b|IS1002b=Cradle|D|794
IS1002b|IS1002b=Cradle|B|444
IS1002b|IS1002b=Cradle|A|238
IS1002b|IS1002b=Cradle|B|446
IS1002b|IS1002b=Cradle|A|239
IS1002b|IS1002b=Cradle|B|448
IS1002b|IS1002b=Cradle|B|450
IS1002b|IS1002b=Cradle|A|241
IS1002b|IS1002b=Cradle|B|452
IS1002b|IS1002b=Cradle|B|454
IS1002b|IS1002b=Cradle|B|456
IS1002b|IS1002b=Cradle|A|243
IS1002b|IS1002b=Cradle|D|796
IS1002b|IS1002b=Cradle|D|798
IS1002b|IS1002b=Cradle|D|800
IS1002b|IS1002b=Cradle|A|245
IS1002b|IS1002b=Cradle|A|247
IS1002b|IS1002b=Cradle|A|249
IS1002b|IS1002b=Cradle|C|621
IS1002b|IS1002b=Cradle|D|802
IS1002c|IS1002c=Speech recognition|C|674
IS1002c|IS1002c=Speech recognition|B|425
IS1002c|IS1002c=Speech recognition|C|676
IS1002c|IS1002c=Speech recognition|B|427
IS1002c|IS1002c=Speech recognition|B|429
IS1002c|IS1002c=Speech recognition|A|113
IS1002c|IS1002c=Speech recognition|B|431
IS1002c|IS1002c=Speech recognition|C|678
IS1002c|IS1002c=Speech recognition|B|433
IS1002c|IS1002c=Speech recognition|A|115
IS1002c|IS1002c=Speech recognition|C|680
IS1002c|IS1002c=Speech recognition|B|435
IS1002c|IS1002c=Speech recognition|A|117
IS1002c|IS1002c=Speech recognition|A|119
IS1002c|IS1002c=Speech recognition|D|813
IS1002c|IS1002c=Speech recognition|B|437
IS1002c|IS1002c=Speech recognition|A|121
IS1002c|IS1002c=Speech recognition|A|123
IS1002c|IS1002c=Speech recognition|A|125
IS1002c|IS1002c=Speech recognition|D|815
IS1002c|IS1002c=scrollwheel|A|173
IS1002c|IS1002c=scrollwheel|A|175
